,Old,Masculine,Baby-faced,Competent,Attractive,Energetic,Well-groomed,Intelligent,Honest,Generous,Trustworthy,Confident,Rich,Dominant
375,-0.0356,-0.0244,-0.0100,0.0110,0.0445,0.0398,0.0520,0.0046,-0.0125,-0.0341,0.0163,0.0006,-0.0145,-0.0442
600,-0.0150,-0.0207,0.0696,-0.0507,-0.0606,0.0110,-0.0467,-0.0493,0.0107,0.0307,-0.0261,-0.0419,-0.0715,-0.0201
shield,-0.0475,0.0345,0.0006,0.0097,0.0764,0.1354,-0.0111,-0.0236,0.0384,0.0657,0.1210,0.0874,-0.0198,0.0571
fragmentary,-0.0523,0.0373,-0.0031,-0.0085,0.0155,0.0026,-0.0284,-0.0134,-0.0266,-0.0024,-0.0516,0.0045,-0.0147,-0.0106
house,-0.0018,0.0360,0.0003,-0.0228,0.0384,0.0310,-0.0125,-0.0636,0.0508,0.0340,0.0037,0.0185,-0.0595,0.0385
370,-0.0292,-0.0234,0.0308,-0.0460,-0.0002,0.0075,-0.0627,-0.0476,-0.0078,0.0250,0.0018,-0.0394,-0.0975,0.0284
fillet,0.0053,-0.0223,0.0035,0.0215,0.0043,0.0344,-0.0188,0.0288,0.0390,0.0482,0.0436,0.0197,0.0208,-0.0138
environs,-0.0119,-0.0280,0.0296,-0.0504,-0.0317,-0.0719,-0.0586,-0.0255,0.0011,-0.0253,-0.0694,-0.0641,-0.0340,0.0069
imperial,0.0118,0.0310,0.0087,0.0202,0.0547,0.0130,0.0291,-0.0007,-0.0045,0.0098,-0.0169,0.0360,0.0049,0.0338
290,0.0201,-0.0064,-0.0200,0.0648,-0.0432,-0.0547,-0.0094,0.0913,0.0456,0.0038,0.0066,0.0043,0.0761,0.0104
360,-0.0345,-0.0123,0.0586,-0.0146,0.0831,-0.0123,0.0382,-0.0310,0.0193,-0.0132,0.0029,0.0169,-0.0223,-0.0086
330,0.0529,-0.0133,-0.0251,0.0358,-0.0578,-0.0480,-0.0396,0.1016,0.0451,0.0388,0.0164,-0.0274,0.0098,-0.0495
corona,-0.0408,-0.0826,0.0831,-0.0959,-0.0097,-0.0085,-0.0499,-0.0605,-0.0180,0.0150,-0.0127,-0.0818,-0.1033,-0.0614
sword,0.0637,-0.0604,0.0308,-0.0538,-0.0250,-0.0249,-0.0651,0.0212,0.0886,0.0755,0.0339,-0.0746,-0.0560,-0.0720
face,-0.0393,-0.0459,0.0354,-0.0434,0.0112,0.0528,0.0494,-0.0375,0.0393,0.0574,0.0569,-0.0387,-0.0757,-0.0775
street,-0.0321,0.0401,-0.0299,0.0138,0.0784,0.0231,0.0804,-0.0127,-0.0481,-0.0633,-0.0421,0.0446,0.0314,0.0147
half,-0.0115,0.0057,-0.0054,-0.0161,0.0295,-0.0369,-0.0122,0.0350,-0.0478,0.0005,-0.0428,-0.0343,-0.0330,-0.0329
covers,0.0303,0.0437,0.0148,0.0095,-0.0430,0.0524,-0.1312,0.0102,0.0037,0.1409,0.0668,0.0335,-0.0277,0.0779
civica,-0.0408,-0.0826,0.0831,-0.0959,-0.0097,-0.0085,-0.0499,-0.0605,-0.0180,0.0150,-0.0127,-0.0818,-0.1033,-0.0614
ears,0.0303,0.0437,0.0148,0.0095,-0.0430,0.0524,-0.1312,0.0102,0.0037,0.1409,0.0668,0.0335,-0.0277,0.0779
re-used,0.0107,-0.0607,0.0283,-0.0568,0.0223,-0.0417,0.0098,-0.0241,0.0163,-0.0217,0.0628,-0.0425,0.0066,-0.0586
constantius,0.0072,0.0020,-0.0447,0.0175,-0.0500,0.0609,-0.0084,0.0353,0.0408,0.0577,0.0458,0.0320,0.0067,-0.0278
art,-0.0724,-0.0766,0.0822,-0.0406,-0.0534,0.0085,-0.0540,-0.0511,0.0262,0.0587,-0.0384,-0.0451,-0.0499,-0.0434
lepcis,-0.0181,0.0615,-0.0848,0.0430,0.0328,0.0615,0.0701,0.0156,-0.0691,-0.1072,-0.0687,0.0664,0.0497,0.0683
set,-0.0089,-0.0210,0.0124,0.0200,-0.0388,-0.1260,-0.0798,0.0370,0.0328,0.0047,-0.0142,-0.0381,0.0643,0.0454
magna,-0.0181,0.0615,-0.0848,0.0430,0.0328,0.0615,0.0701,0.0156,-0.0691,-0.1072,-0.0687,0.0664,0.0497,0.0683
aegyptus,-0.0149,-0.1194,0.1113,-0.0659,-0.0843,-0.0209,-0.0370,-0.0282,0.0785,0.0056,0.0636,-0.0821,-0.0925,-0.0396
venetia,-0.0196,-0.0121,-0.0134,0.0216,0.0798,0.0471,0.0553,0.0303,-0.0053,-0.0338,0.0404,0.0251,0.0018,-0.0417
histria,-0.0196,-0.0121,-0.0134,0.0216,0.0798,0.0471,0.0553,0.0303,-0.0053,-0.0338,0.0404,0.0251,0.0018,-0.0417
420,-0.0411,-0.0408,0.0037,-0.0572,0.0039,-0.0050,0.0431,-0.0685,-0.0602,-0.0564,-0.0092,-0.0645,-0.0667,-0.0320
aquileia,-0.0267,-0.0118,-0.0013,0.0006,0.0798,0.0416,0.0333,0.0144,-0.0223,-0.0324,0.0267,0.0181,-0.0205,-0.0430
right,0.0664,0.0220,-0.0651,-0.0077,-0.0640,-0.0479,-0.0521,0.0055,-0.0201,-0.0116,-0.0284,-0.0169,0.0277,0.0284
upper,0.0749,-0.0985,0.0385,-0.0712,-0.0413,-0.0091,-0.0441,0.0004,0.0856,0.1090,0.0622,-0.0653,-0.0156,-0.0531
roman,-0.0491,0.0202,0.0377,-0.0821,-0.0706,-0.0065,-0.0840,-0.0350,-0.0359,0.0127,-0.0256,-0.0515,-0.0842,-0.0432
cyprus,-0.0402,-0.0579,0.0368,-0.0295,-0.0193,-0.0813,-0.0286,-0.0144,-0.0029,-0.0153,-0.0088,-0.0730,-0.0289,-0.0628
atrium,-0.0482,0.0378,0.0317,0.0140,0.0551,0.0695,0.0246,-0.0440,0.0432,0.0478,0.0322,0.0610,-0.0310,0.0396
284,0.0632,0.0314,-0.0182,-0.0301,-0.0063,0.0157,-0.0187,-0.0456,-0.0398,-0.0124,-0.0391,0.0216,-0.0337,0.0199
mid-fourth,-0.0207,-0.0303,0.0716,-0.0269,0.0424,-0.1209,-0.0226,-0.0079,-0.0098,0.0025,-0.0628,-0.0607,-0.0350,-0.0257
wall,0.1197,-0.0364,-0.0729,0.0370,-0.0679,-0.0847,0.0424,0.0221,-0.0051,-0.0602,0.0602,-0.0435,0.0298,0.0048
herm,0.0062,0.1016,-0.0110,0.0209,0.1076,0.0623,-0.0050,-0.0045,0.0155,0.0525,0.0518,0.0819,-0.0033,0.1012
city,0.0338,0.0170,-0.0072,-0.0150,-0.0472,-0.0527,-0.0491,-0.0122,0.0373,0.0265,-0.0031,-0.0303,-0.0174,0.0197
312,-0.0454,0.0606,0.0257,-0.0469,0.0680,0.0079,-0.0508,-0.0290,-0.0441,-0.0441,-0.1194,0.0109,-0.0455,0.0325
diocletian,0.1605,0.0067,-0.1072,0.0246,-0.0558,-0.0214,0.0296,0.0140,-0.0503,-0.0457,-0.0105,0.0151,0.0603,0.0359
alexandria,0.0683,-0.0015,-0.0483,0.0754,-0.0173,0.0726,0.0783,0.0411,-0.0151,0.0302,0.1037,0.0636,0.0459,0.0614
severan,-0.0319,-0.0402,0.0125,0.0053,-0.0420,0.0435,0.0315,0.0023,-0.0273,-0.0251,-0.0130,0.0190,0.0405,-0.0120
proconsularis,-0.0446,-0.0486,0.0408,-0.0062,0.0299,-0.0386,0.0467,-0.0124,-0.0078,-0.0474,-0.0664,-0.0056,0.0082,-0.0093
small,-0.0517,-0.0450,0.0666,-0.0735,0.0442,-0.1174,-0.0040,-0.0726,-0.0486,-0.0444,-0.0601,-0.0573,0.0196,-0.0194
pearl-edged,-0.1315,-0.1118,0.0795,-0.0855,0.0078,-0.0078,-0.0120,-0.0635,-0.0184,-0.0588,-0.0186,-0.0853,-0.1091,-0.1181
palace,0.0045,0.0167,-0.0447,0.0027,0.0274,0.0347,0.0287,-0.0174,0.0071,-0.0002,0.0265,0.0113,-0.0381,-0.0294
lower,0.0130,0.0015,0.0461,-0.0981,-0.0947,-0.0597,-0.0884,-0.0720,0.0162,0.0026,0.0273,-0.0860,-0.1176,-0.0067
305,0.0606,-0.0224,-0.0269,-0.0074,-0.0376,0.0168,-0.0042,-0.0094,0.0184,0.0053,0.0070,-0.0023,-0.0088,-0.0191
shoulders,0.0389,0.0753,-0.0627,0.0442,0.0005,0.0631,0.0603,0.0086,-0.0480,-0.0156,0.0095,0.0684,0.0231,0.0689
large,-0.0366,0.0066,0.0029,0.0047,-0.0443,-0.0650,-0.0475,0.0359,0.0018,-0.0388,-0.0399,-0.0416,0.0145,-0.0085
sparta,0.0369,0.0360,-0.0610,0.1071,0.0794,0.0449,0.0838,0.0699,0.0094,0.0207,0.0433,0.0498,0.0563,0.0142
temple,0.0240,0.0491,-0.0229,-0.0014,0.0638,0.0466,-0.0115,-0.0418,0.0174,0.0288,0.0530,0.0394,-0.0158,0.0269
recorded,0.0321,-0.0095,-0.0276,0.0183,0.0093,-0.0313,0.0046,0.0016,-0.0314,-0.0367,-0.0406,-0.0015,0.0408,0.0174
empress,0.0024,-0.0954,0.0133,-0.0074,0.0009,-0.0670,-0.0080,0.0088,-0.0252,-0.0599,-0.0234,-0.0873,0.0320,-0.0847
dalmatia,0.0388,-0.0060,-0.0384,0.0075,-0.0056,-0.0063,0.0172,0.0189,-0.0131,-0.0251,0.0197,-0.0040,0.0052,-0.0208
perge,0.0014,0.0659,0.0061,0.0419,0.0074,0.0308,0.0095,0.0197,0.0219,0.0253,0.0225,0.0607,0.0130,0.0377
group,-0.0024,-0.0533,0.0447,-0.0750,-0.0132,-0.1040,-0.0432,-0.0713,0.0017,-0.0284,-0.0385,-0.0567,0.0187,-0.0301
sebasteion,-0.0551,0.0382,0.0201,0.0198,0.0785,0.0676,0.0317,-0.0270,0.0307,0.0345,0.0254,0.0651,-0.0137,0.0546
combed,0.0310,0.0388,-0.0558,0.0828,0.0067,-0.0357,-0.0027,0.0893,0.0038,-0.0015,-0.0548,0.0311,0.0867,0.0422
sceptre,0.0197,-0.0287,0.0623,-0.0853,-0.0705,-0.1082,-0.0799,0.0234,0.0311,0.0866,-0.0684,-0.1737,-0.0657,-0.0842
belgica,0.0249,0.1013,-0.0347,0.0218,0.0577,0.0487,-0.0070,0.0215,-0.0411,-0.0060,-0.0225,0.0733,-0.0078,0.0779
inscribed,-0.0218,-0.0116,0.0606,-0.0404,0.0471,-0.0216,-0.0519,-0.0145,-0.0024,-0.0132,-0.0307,-0.0140,-0.0168,0.0370
holding,-0.0645,0.0275,0.0349,-0.0204,0.0085,-0.0009,-0.0685,-0.0054,-0.0032,-0.0277,-0.0348,-0.0043,-0.0190,0.0399
stoa,-0.0841,0.0434,0.0476,-0.0520,-0.0165,0.0160,-0.0448,-0.0116,0.0072,0.0622,0.0117,-0.0072,-0.0944,-0.0143
cap,-0.0183,-0.0425,0.0134,-0.0396,-0.0204,-0.0560,-0.0467,-0.0148,0.0055,-0.0207,0.0024,-0.0714,-0.0319,-0.0556
left,0.0493,0.0516,-0.0163,-0.0090,-0.0588,-0.0541,-0.0458,0.0054,0.0228,0.0237,0.0308,0.0015,-0.0128,0.0127
road,0.0125,-0.0176,-0.0463,0.0235,-0.0261,-0.0026,0.0280,-0.0042,-0.0174,-0.0384,-0.0358,0.0166,0.0431,0.0169
alley,-0.0551,0.0382,0.0201,0.0198,0.0785,0.0676,0.0317,-0.0270,0.0307,0.0345,0.0254,0.0651,-0.0137,0.0546
337,-0.0084,0.0448,0.0494,-0.0377,-0.0219,-0.0151,-0.0516,-0.0217,0.0431,0.0325,0.0054,-0.0004,-0.0442,0.0638
basilica,-0.0409,0.0741,0.0028,0.0031,-0.0138,0.0274,-0.0553,0.0033,-0.0326,0.0252,0.0032,0.0436,0.0020,0.0336
dacia,0.1592,-0.0199,-0.0683,0.0069,-0.1063,-0.0033,-0.0372,-0.0145,0.0440,0.0807,0.0540,-0.0176,-0.0081,-0.0025
end,-0.0609,0.0405,0.0205,-0.0754,-0.0829,0.0089,-0.0754,-0.0583,-0.0332,0.0151,-0.0274,-0.0094,-0.0712,-0.0192
tall,0.0724,-0.0138,-0.0786,-0.0123,-0.0412,-0.0246,0.0030,0.0194,-0.0212,0.0072,0.0269,-0.0184,0.0496,-0.0281
cuirassed,0.0033,-0.0479,0.0549,-0.0858,-0.0780,-0.0818,-0.0969,-0.0641,-0.0066,0.0453,-0.0720,-0.1032,-0.1096,0.0217
fragments,0.0871,0.0016,-0.0021,0.0051,-0.1040,-0.0123,-0.0867,-0.0129,0.0631,0.0758,-0.0130,-0.0116,0.0201,-0.0295
seated,-0.0736,-0.0058,0.0472,-0.0026,0.0062,-0.0409,-0.0232,0.0204,0.0068,-0.0087,0.0001,-0.0054,0.0233,0.0220
building,0.0123,-0.0851,0.0825,-0.0474,0.0051,-0.0217,-0.0624,0.0232,0.0916,0.1010,0.0583,-0.0564,-0.0222,-0.0765
crete,0.0264,0.0390,-0.0428,0.0718,0.0531,0.0569,0.0779,0.0394,-0.0104,-0.0394,-0.0034,0.0833,0.0629,0.0710
islands,0.0264,0.0390,-0.0428,0.0718,0.0531,0.0569,0.0779,0.0394,-0.0104,-0.0394,-0.0034,0.0833,0.0629,0.0710
military,0.0308,-0.0573,0.0085,-0.0447,-0.0533,-0.0519,-0.0406,-0.0016,0.0116,-0.0010,-0.0242,-0.0673,-0.0388,-0.0499
aegean,0.0264,0.0390,-0.0428,0.0718,0.0531,0.0569,0.0779,0.0394,-0.0104,-0.0394,-0.0034,0.0833,0.0629,0.0710
laurel,0.0011,0.0322,0.0062,-0.0678,-0.0286,0.0625,-0.0573,-0.0724,-0.0572,0.0220,0.0218,0.0321,-0.0118,0.0114
mop,0.0311,-0.0436,0.0343,-0.0409,-0.0896,-0.0552,-0.0565,0.0743,0.0464,0.0598,-0.0665,-0.1694,-0.0255,-0.1180
museum,0.0195,-0.0215,-0.0423,0.0296,-0.0684,-0.0526,-0.0084,0.0438,-0.0096,-0.0483,0.0181,-0.0328,0.0331,-0.0077
menander,-0.0506,-0.0161,0.0534,-0.0785,-0.0315,0.0091,-0.0985,-0.0437,-0.0417,0.0071,-0.0041,-0.0114,-0.0464,-0.0181
boy,0.0139,-0.1518,0.0957,-0.0931,-0.0934,-0.1059,-0.0421,-0.0375,0.0428,0.0272,0.0181,-0.1341,-0.0624,-0.1799
di,0.0132,-0.0335,-0.0301,0.0296,-0.0517,-0.0659,0.0429,0.0509,-0.0099,-0.0629,-0.0114,-0.0353,0.0259,-0.0244
private,-0.0446,-0.0698,0.0331,-0.0412,-0.0256,-0.0069,0.0178,-0.0548,-0.0348,-0.0181,0.0129,-0.0494,-0.0406,-0.0553
balding,0.0509,0.0555,-0.0243,-0.0053,0.0018,0.0134,0.0093,-0.0211,0.0241,0.0578,0.0169,0.0413,0.0001,0.0297
long-haired,0.0002,0.0774,-0.0200,0.0421,-0.0450,0.0289,-0.0905,0.0487,-0.0184,0.0546,-0.0511,0.0570,0.0365,0.0652
syria,-0.0339,-0.0391,0.0121,0.0008,-0.0071,-0.0615,-0.0168,0.0090,-0.0025,-0.0202,0.0170,-0.0438,0.0059,-0.0311
braids,-0.0126,-0.0713,0.0255,-0.0200,0.0324,-0.0312,-0.0109,-0.0432,0.0045,-0.0452,0.0116,-0.0500,0.0018,-0.0480
broad,-0.0447,-0.0440,0.0570,-0.0441,0.0501,-0.0099,-0.0336,-0.0319,0.0086,0.0272,0.0153,-0.0462,-0.0666,-0.0551
salona,0.0388,-0.0060,-0.0384,0.0075,-0.0056,-0.0063,0.0172,0.0189,-0.0131,-0.0251,0.0197,-0.0040,0.0052,-0.0208
475,-0.0451,-0.0647,0.0703,-0.0209,-0.0460,0.0365,-0.0517,-0.0238,0.0697,0.0328,-0.0029,-0.0250,-0.0153,-0.0425
430,0.0809,0.0034,-0.0455,0.0246,-0.0359,-0.0517,-0.0032,0.0271,-0.0208,-0.0010,0.0002,-0.0154,-0.0041,0.0368
light,-0.0129,0.0258,-0.0405,0.0672,0.0203,0.0451,0.0611,0.0804,-0.0058,-0.0264,0.0570,0.0567,0.0755,0.0257
iamblichus-type,0.1022,0.0686,-0.1046,0.0808,0.0522,-0.0145,0.0333,0.0847,0.0169,-0.0084,-0.0192,0.0553,0.0848,0.0423
quarter,0.0388,-0.0411,0.0058,-0.0307,-0.0278,-0.0295,-0.0581,-0.0184,0.0448,0.0482,0.0570,-0.0405,-0.0218,-0.0327
lost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
dealer,-0.0193,0.0443,-0.0171,0.0301,-0.0493,0.0326,0.0171,0.0120,-0.0628,-0.0337,-0.1070,0.0576,0.0131,0.0413
pool,0.0192,0.0831,0.0030,-0.0444,0.0112,0.0629,-0.0462,-0.0710,-0.0080,0.0532,0.0239,0.0457,-0.0676,0.0478
100,-0.0151,0.0802,-0.0452,0.0919,0.0677,0.0835,0.0889,0.0600,0.0225,0.0082,0.0763,0.0882,0.0548,0.0570
hadrianic,0.0315,-0.0603,0.0070,-0.1088,0.0029,-0.0293,-0.0668,-0.0694,0.0365,0.0814,0.0646,-0.0778,-0.0482,-0.1005
200,0.0648,-0.0033,-0.0434,0.0866,0.0119,0.0497,0.0717,0.0382,0.0105,0.0291,0.0891,0.0330,0.0245,0.0238
293,0.0466,-0.0122,-0.0104,-0.0203,0.0114,0.0729,-0.0495,-0.0286,0.0593,0.0634,0.0450,0.0189,-0.0176,-0.0113
ancient,0.0373,-0.0353,0.0065,0.0055,-0.0230,-0.0508,-0.0377,0.0091,-0.0230,-0.0164,-0.0114,-0.0453,0.0228,0.0063
lechaeum,-0.0711,-0.0115,0.0430,-0.0350,-0.0045,0.0533,-0.0234,-0.0489,-0.0079,0.0252,-0.0535,0.0265,-0.0194,-0.0000
alabaster,-0.0184,0.0054,-0.0177,0.0032,-0.0054,0.0398,-0.0013,0.0172,-0.0576,-0.0419,-0.0090,0.0238,0.0023,-0.0255
licinius,-0.0431,-0.0335,0.0629,-0.0017,0.0684,0.0882,0.0216,-0.0218,0.0901,0.0952,0.1006,0.0254,-0.0283,-0.0409
valeria,0.0530,0.0234,-0.0401,0.0334,-0.0278,0.0495,-0.0181,0.0118,0.0359,0.0507,0.0434,0.0619,0.0480,0.0261
narbonensis,-0.0732,-0.1238,0.1010,-0.0800,-0.0164,-0.0718,-0.0294,-0.0640,0.0061,-0.0143,-0.0277,-0.0997,-0.0469,-0.0988
locks,-0.0553,-0.0899,0.0849,-0.0436,0.0264,-0.0120,-0.0581,-0.0218,0.0209,0.0048,0.0434,-0.0557,-0.0575,-0.0811
525,-0.0121,-0.1370,0.0422,-0.0307,-0.0923,-0.0126,-0.0170,-0.0362,-0.0072,-0.0228,0.0066,-0.0994,-0.0388,-0.1420
valentinian,-0.0691,-0.0759,0.0694,-0.0598,0.0015,-0.0259,-0.0318,-0.0317,-0.0138,-0.0226,0.0114,-0.0468,-0.0652,-0.0590
under-chin,0.0234,0.0183,0.0101,-0.0389,-0.0646,-0.0249,-0.0367,-0.0527,0.0090,0.0341,0.0363,-0.0204,-0.0434,0.0199
324,0.0420,0.0051,-0.0198,0.0329,-0.0203,-0.0164,-0.0137,0.0328,0.0290,0.0364,0.0147,-0.0050,0.0175,0.0335
ad,0.0171,-0.0686,0.0273,-0.0334,-0.0622,-0.0626,-0.0616,-0.0310,-0.0179,0.0315,-0.0121,-0.0665,0.0158,0.0119
engraved,-0.0009,0.0077,-0.0829,0.0418,-0.0877,0.0645,0.0348,0.0791,-0.0753,-0.0382,0.0253,0.0454,0.0869,0.0252
praetorium,0.1165,0.0201,-0.0928,0.1279,0.0148,-0.0339,0.0629,0.1343,0.0360,-0.0368,0.0210,0.0536,0.1061,0.0458
carthago,-0.0418,-0.0728,0.0372,0.0065,0.0287,-0.0507,0.0556,0.0093,-0.0112,-0.0628,-0.0669,-0.0128,0.0327,-0.0234
peribolos,-0.0803,-0.0642,0.1060,-0.0530,-0.0373,0.0325,-0.0491,-0.0641,0.0565,0.0867,-0.0323,-0.0161,-0.0386,-0.0664
palla,-0.0099,-0.0698,0.0899,-0.0924,-0.0121,-0.1205,-0.0585,-0.0392,0.0445,0.0667,0.0359,-0.0986,-0.0561,-0.0712
mature,-0.0024,0.0463,0.0269,-0.0384,-0.0476,-0.0065,-0.0790,-0.0548,0.0054,0.0179,-0.0647,0.0072,-0.0527,0.0254
double,-0.0121,-0.0176,0.0343,-0.0064,0.0601,0.0002,0.0070,0.0144,0.0532,0.0098,0.0105,-0.0039,-0.0248,-0.0219
maximian,0.1233,0.0046,-0.0987,0.0289,-0.0688,-0.0177,0.0273,0.0222,-0.0332,-0.0482,-0.0156,0.0125,0.0691,0.0383
market,-0.0960,-0.0680,0.0836,-0.0465,-0.0028,-0.0083,-0.0500,-0.0418,0.0373,0.0241,-0.0545,-0.0596,-0.0507,-0.0693
crimped,-0.0505,-0.0678,0.0496,-0.0123,0.0129,-0.0005,-0.0224,-0.0122,0.0243,-0.0208,0.0233,-0.0394,-0.0301,-0.0635
governor,-0.0536,0.0689,0.0237,-0.0515,-0.0064,0.0285,-0.0451,-0.0266,-0.0015,0.0507,-0.0209,0.0062,-0.0827,0.0173
gate,0.0045,0.0316,-0.0317,-0.0188,-0.0219,-0.0667,0.0124,-0.0222,-0.0482,-0.0120,-0.0537,-0.0153,0.0247,0.0244
carthage,-0.0418,-0.0728,0.0372,0.0065,0.0287,-0.0507,0.0556,0.0093,-0.0112,-0.0628,-0.0669,-0.0128,0.0327,-0.0234
girl,0.0108,-0.0799,0.0791,-0.0683,-0.1273,-0.0907,-0.0897,-0.0110,0.0450,-0.0003,0.0069,-0.1068,-0.0815,-0.0745
built,0.0298,0.0448,-0.0502,-0.0122,0.0104,-0.0298,0.0174,-0.0236,-0.0408,-0.0724,-0.0345,-0.0003,-0.0283,0.0533
open,0.0530,-0.0465,-0.0293,-0.0200,-0.0519,-0.0375,-0.0222,-0.0119,0.0338,-0.0010,0.0211,-0.0502,0.0036,-0.0176
mid-fifth,-0.0361,-0.0731,0.0567,-0.0209,-0.0225,-0.0347,0.0030,-0.0079,0.0137,0.0048,-0.0155,-0.0353,-0.0043,-0.0260
bouleuterion,-0.0418,0.0528,0.0348,-0.0301,-0.0222,0.0013,-0.0673,-0.0106,0.0499,0.1135,0.0479,0.0041,-0.0469,-0.0011
hill,-0.0145,-0.0015,0.0127,0.0151,0.0374,-0.0281,0.0382,0.0037,0.0117,-0.0214,0.0166,-0.0067,0.0048,-0.0063
maxentius,-0.0757,0.0842,-0.0167,0.0226,0.0740,-0.0107,-0.0010,0.0399,-0.0680,-0.0939,-0.1344,0.0400,0.0228,0.0775
shoes,0.0530,-0.0465,-0.0293,-0.0200,-0.0519,-0.0375,-0.0222,-0.0119,0.0338,-0.0010,0.0211,-0.0502,0.0036,-0.0176
gift,-0.0019,-0.0766,0.0385,-0.0215,-0.0899,-0.0642,-0.0409,0.0402,0.0165,-0.0512,-0.0304,-0.0713,-0.0332,-0.0876
mappa,0.0655,-0.0296,0.0080,-0.0538,-0.0544,-0.1290,-0.0077,0.0252,0.0092,0.0416,-0.0143,-0.1584,-0.0254,-0.0622
istanbul,-0.0222,-0.0868,0.0478,-0.0477,-0.0718,-0.0482,-0.0268,0.0086,0.0230,0.0509,0.0519,-0.1030,-0.0704,-0.1005
honorius,-0.0493,-0.0401,0.0264,-0.0457,-0.0122,-0.0404,-0.0021,-0.0277,-0.0151,-0.0330,-0.0353,-0.0589,-0.0658,-0.0538
hand,-0.0146,0.0310,-0.0214,0.0153,0.0348,0.0449,0.0370,-0.0082,0.0087,0.0324,0.0327,0.0366,-0.0006,0.0276
scholasticia,0.0187,-0.0222,0.0280,-0.0906,-0.0630,-0.0353,-0.0433,-0.1000,-0.0597,-0.0084,-0.0291,-0.0534,-0.0686,0.0025
torso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
book,-0.0106,-0.0631,0.0520,-0.0352,-0.0252,-0.0448,-0.0402,0.0146,0.0279,0.0254,0.0032,-0.0482,-0.0131,-0.0558
puteoli,-0.0094,-0.0283,-0.0108,-0.0327,-0.0209,-0.0099,0.0026,-0.0251,-0.0229,0.0043,-0.0096,-0.0358,-0.0012,-0.0347
prince,-0.0410,-0.0091,-0.0010,-0.0163,-0.0518,0.0077,0.0216,-0.0456,-0.0423,-0.0778,-0.0597,-0.0068,-0.0140,0.0254
codex,-0.0106,-0.0631,0.0520,-0.0352,-0.0252,-0.0448,-0.0402,0.0146,0.0279,0.0254,0.0032,-0.0482,-0.0131,-0.0558
creta,0.0360,0.0336,-0.0199,0.0605,0.1005,0.0638,0.0426,0.0341,0.0469,0.0138,0.0354,0.0763,0.0336,0.0542
socrates,0.1122,0.0069,0.0270,-0.0307,-0.0214,0.0678,-0.0926,-0.1088,0.0578,0.1783,0.1795,0.0101,-0.0654,0.0859
draped,-0.0270,-0.0417,0.0818,-0.0462,-0.0277,-0.0728,-0.0476,-0.0716,0.0082,0.0407,-0.0629,-0.0383,-0.0271,0.0174
outside,0.0609,0.0387,-0.0904,0.0939,-0.0093,-0.0202,0.0571,0.0380,0.0046,-0.0337,0.0236,0.0410,0.0735,0.0720
receding,0.0043,-0.0071,-0.0358,0.0082,-0.0268,0.0284,0.0461,-0.0069,0.0059,0.0095,0.0032,0.0079,-0.0112,-0.0145
flavius,0.0587,-0.0903,0.0588,-0.1013,-0.0636,-0.1655,-0.0860,0.0881,0.0793,0.1214,-0.0990,-0.2955,-0.0910,-0.2028
orb,0.0043,-0.0069,0.0336,-0.0713,-0.0698,0.0691,-0.1104,-0.0787,0.0785,0.1006,0.0290,-0.0111,-0.0943,-0.0395
noricum,0.0201,0.0440,-0.0271,0.0381,0.0435,-0.0311,0.0161,0.0188,-0.0584,-0.0541,-0.0636,0.0047,0.0502,0.0546
1957,0.0046,-0.0320,0.0501,-0.0753,-0.0302,-0.0298,-0.0586,-0.0687,-0.0527,0.0217,-0.0238,-0.0545,-0.0669,0.0095
library,0.0297,0.0084,-0.0259,-0.0087,-0.0043,-0.0505,-0.0079,-0.0030,0.0190,-0.0028,-0.0012,-0.0335,0.0077,0.0073
son,-0.0045,-0.0805,0.0316,-0.0209,-0.0036,-0.0325,0.0020,-0.0029,-0.0303,-0.0153,0.0009,-0.0510,0.0079,-0.0307
ripensis,0.1509,-0.0375,-0.0331,-0.0289,-0.1089,-0.0172,-0.0621,-0.0429,0.0585,0.0944,0.0594,-0.0403,-0.0428,-0.0221
fringe,0.0083,0.0559,-0.0589,0.0795,0.0623,0.0393,0.0675,0.0604,-0.0602,-0.0579,-0.0037,0.0637,0.0652,0.0586
lank,-0.0004,0.0935,-0.0637,0.0408,-0.0134,0.0081,0.0200,0.0347,-0.0221,-0.0140,0.0008,0.0626,0.0387,0.0880
1908,0.0291,-0.0960,0.0795,-0.0652,-0.0394,0.0253,-0.0718,-0.0959,0.0725,0.1537,0.1224,-0.0561,-0.0804,0.0029
battered,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
augusta,0.0383,0.0426,-0.0529,0.0488,0.0206,-0.0067,0.0167,0.0764,-0.0337,-0.0330,-0.0342,0.0440,0.0431,0.0378
workshop,0.0453,0.0409,-0.0812,0.0821,0.0451,-0.0065,0.0507,0.0796,-0.0216,-0.0402,0.0377,0.0518,0.0921,0.0674
armoured,0.0709,-0.0892,0.0317,-0.0734,-0.0613,-0.0239,-0.0986,0.0257,0.1113,0.0947,0.1098,-0.0963,-0.0544,-0.0902
unfinished,-0.0176,0.0233,-0.0136,0.0021,0.0548,-0.0083,-0.0050,0.0062,-0.0741,-0.0643,-0.0269,0.0221,0.0349,0.0492
